,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
227152,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
227153,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
227154,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
227155,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
227156,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
227157,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
227158,"Wilhelm Friedrich ""Willi"" Stadel",M,24.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
227537,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
227538,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
227539,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
227540,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
227541,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
227542,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
227543,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
227544,Innozenz Stangl,M,25.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
228394,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
228395,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
228396,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
228397,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
228398,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
228399,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
228400,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
228401,Walter Johan Heinrich Steffens,M,27.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
228583,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
228584,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Silver
228585,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
228586,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
228587,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
228588,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
228589,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
228590,"Eduard ""Edi"" Steinemann",M,30.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
230271,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
230272,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
230273,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
230274,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
230275,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
230276,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
230277,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
230278,Ivan Stoychev,M,27.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
231157,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
231158,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
231159,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
231160,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
231161,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
231162,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
231163,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,Silver
231164,Leon tukelj,M,37.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
231212,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
231213,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
231214,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
231215,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
231216,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
231217,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
231218,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
231219,August Sturm,M,24.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
233612,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
233613,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
233614,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
233615,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
233616,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
233617,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
233618,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
233619,Franz Swoboda,M,27.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
235366,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
235367,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
235368,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
235369,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
235370,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
235371,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
235372,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
235373,Yoshitaka Takeda,M,25.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
237774,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
237775,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Bronze
237776,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
237777,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
237778,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
237779,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
237780,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
237781,Einari Allan Tersvirta,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
237880,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
237881,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
237882,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
237883,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
237884,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
237885,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
237886,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
237887,Otello Ternelli,M,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
240367,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
240368,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
240369,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
240370,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
240371,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
240372,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
240373,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
240374,Jindich Tintra,M,35.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
241019,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
241020,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
241021,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
241022,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
241023,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
241024,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
241025,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
241026,Franco Tognini,M,28.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
242008,Olga Trs (-Szemerey),F,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Bronze
242289,Carmela Toso,F,23.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,
242365,Judit Tth (-Gamauf),F,29.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Bronze
242377,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
242378,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
242379,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
242380,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
242381,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
242382,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
242383,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
242384,Lajos Tth,M,21.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
242737,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
242738,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
242739,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
242740,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
242741,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
242742,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
242743,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
242744,Kiichiro Toyama,M,26.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
243671,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
243672,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
243673,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
243674,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
243675,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
243676,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
243677,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
243678,Nicol Tronci,M,31.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
244789,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
244790,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Bronze
244791,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
244792,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
244793,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
244794,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
244795,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
244796,Eino Tukiainen,M,21.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
246375,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
246376,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Bronze
246377,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
246378,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
246379,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
246380,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
246381,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
246382,Martti Uosikkinen,M,26.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
247173,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
247174,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
247175,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
247176,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
247177,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
247178,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
247179,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
247180,Joe Vadnov,M,24.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
251734,Zdena Vemiovsk,F,23.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Silver
251874,Maja Vere,F,19.0,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,
252062,Marie Vtrovsk (-irok),F,24.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Silver
253869,Eszter (Zsfia) Voit (-Vlgyi),F,20.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Bronze
254156,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
254157,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
254158,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
254159,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,Bronze
254160,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
254161,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
254162,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,Bronze
254163,Matthias Max Volz,M,26.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
256201,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
256202,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
256203,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
256204,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
256205,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
256206,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
256207,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
256208,Armand Walter,M,28.0,France,FRA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
256229,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
256230,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Silver
256231,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,Silver
256232,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
256233,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
256234,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
256235,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
256236,Josef Walter,M,34.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
259506,Marion Leonora Wharton (Varley-),F,28.0,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,
